period,employee_id,client_id,project_id,available_hours,worked_hours,billable_hours,non_billable_hours,overtime_hours
2026-04,E0350,C001,P018,160.0,133,103,30,0
2026-04,E0066,C003,P026,160.0,151,99,52,0
2026-04,E0439,C001,P026,160.0,197,135,62,37
2026-04,E0153,C009,P004,160.0,-8,101,37,0
2026-04,E0411,C005,P014,160.0,163,154,9,3
2026-04,E0270,C008,P033,160.0,140,92,48,0
2026-04,E0261,C010,P014,160.0,128,98,30,0
2026-04,E0262,C005,P016,160.0,178,155,23,18
2026-04,E0416,C008,P030,160.0,98,86,12,0
2026-04,E0494,C012,P032,160.0,170,123,47,10
2026-04,E0179,C001,P004,160.0,95,80,15,0
2026-04,E0327,C005,P017,160.0,167,120,47,7
2026-04,E0112,C010,P004,160.0,145,103,42,0
2026-04,E0136,C007,P019,160.0,121,80,41,0
2026-04,E0229,C010,P001,160.0,134,125,9,0
2026-04,E0191,C004,P011,160.0,162,133,29,2
2026-04,E0393,C001,P030,160.0,194,156,38,34
2026-04,E0395,C001,P012,160.0,105,92,13,0
2026-04,E0002,C001,P011,160.0,122,112,10,0
2026-04,E0062,C002,P029,160.0,111,103,8,0
2026-04,E0122,C003,P020,160.0,140,123,17,0
2026-04,E0461,C012,P024,160.0,168,133,35,8
2026-04,E0316,C005,P006,160.0,108,89,19,0
2026-04,E0206,C999,P019,160.0,144,101,43,0
2026-04,E0419,C003,P007,160.0,167,118,49,7
2026-04,E0398,C005,P018,160.0,134,89,45,0
2026-04,E0213,C010,P003,160.0,79,70,9,0
2026-04,E0048,C011,P003,160.0,149,134,15,0
2026-04,E0110,C007,P017,160.0,175,154,21,15
2026-04,E0479,C001,P004,160.0,118,99,19,0
2026-04,E0458,C005,P025,160.0,100,77,23,0
2026-04,E0303,C010,P027,160.0,152,100,52,0
2026-04,E0093,C011,P010,160.0,153,99,54,0
2026-04,E0007,C010,P018,160.0,132,102,30,0
2026-04,E0314,C007,P002,160.0,128,120,8,0
2026-04,E0285,C010,P017,160.0,145,104,41,0
2026-04,E0223,C009,P032,160.0,117,84,33,0
2026-04,E0011,C002,P029,160.0,117,76,41,0
2026-04,E0443,C003,P022,160.0,161,140,21,1
2026-04,E0471,C011,P025,160.0,116,104,12,0
2026-04,E0052,C004,P007,160.0,101,75,26,0
2026-04,E0382,C006,P021,160.0,128,110,18,0
2026-04,E0005,C005,P029,160.0,133,101,32,0
2026-04,E0472,C012,P014,160.0,156,143,13,0
2026-04,E0372,C010,P014,160.0,130,107,23,0
2026-04,E0001,C007,P016,160.0,180,152,28,20
2026-04,E0323,C005,P007,160.0,147,126,21,0
2026-04,E0168,C005,P033,160.0,124,86,38,0
2026-04,E0313,C004,P029,160.0,155,145,10,0
2026-04,E0498,C010,P013,160.0,180,119,61,20
2026-04,E0029,C012,P013,160.0,161,118,43,1
2026-04,E0482,C007,P025,160.0,107,92,15,0
2026-04,E0194,C012,P021,160.0,135,108,27,0
2026-04,E0154,C010,P023,160.0,151,121,30,0
2026-04,E0345,C005,P015,160.0,160,143,17,0
2026-04,E0389,C008,P018,160.0,140,120,20,0
2026-04,E0423,C004,P033,160.0,136,125,11,0
2026-04,E0490,C011,P035,160.0,189,162,27,29
2026-04,E0391,C004,P026,160.0,161,117,44,1
2026-04,E0409,C009,P025,160.0,155,138,17,0
2026-04,E0205,C008,P032,160.0,131,98,33,0
2026-04,E0370,C006,P020,160.0,117,110,7,0
2026-04,E0473,C003,P032,160.0,155,134,21,0
2026-04,E0324,C008,P006,160.0,164,134,30,4
2026-04,E0231,C006,P004,160.0,144,110,34,0
2026-04,E0173,C008,P010,160.0,161,112,49,1
2026-04,E0322,C008,P002,160.0,162,123,39,2
2026-04,E0171,C008,P014,160.0,166,109,57,6
2026-04,E0121,C006,P009,160.0,107,92,15,0
2026-04,E0155,C003,P024,160.0,136,121,15,0
2026-04,E0004,C008,P017,160.0,157,104,53,0
2026-04,E0275,C999,P024,160.0,146,117,29,0
2026-04,E0368,C004,P005,160.0,162,114,48,2
2026-04,E0464,C003,P013,160.0,155,137,18,0
2026-04,E0467,C011,P002,160.0,91,62,29,0
2026-04,E0341,C005,P015,160.0,172,156,16,12
2026-04,E0296,C012,P032,160.0,133,98,35,0
2026-04,E0174,C007,P027,160.0,123,112,11,0
2026-04,E0259,C011,P022,160.0,171,123,48,11
2026-04,E0221,C004,P012,160.0,160,133,27,0
2026-04,E0371,C008,P015,160.0,175,161,14,15
2026-04,E0433,C008,P004,160.0,151,98,53,0
2026-04,E0299,C012,P011,160.0,135,109,26,0
2026-04,E0280,C005,P034,160.0,148,108,40,0
2026-04,E0200,C002,P027,160.0,119,99,20,0
2026-04,E0487,C012,P006,160.0,111,83,28,0
2026-04,E0038,C003,P022,160.0,129,86,43,0
2026-04,E0090,C003,P035,160.0,183,161,22,23
2026-04,E0227,C002,P022,160.0,131,112,19,0
2026-04,E0318,C007,P007,160.0,102,76,26,0
2026-04,E0242,C002,P030,160.0,141,131,10,0
2026-04,E0215,C010,P012,160.0,131,110,21,0
2026-04,E0006,C001,P007,160.0,172,122,50,12
2026-04,E0050,C009,P012,160.0,181,140,41,21
2026-04,E0437,C006,P013,160.0,134,98,36,0
2026-04,E0360,C007,P026,160.0,151,110,41,0
2026-04,E0352,C012,P015,160.0,153,102,51,0
2026-04,E0220,C006,P032,160.0,143,115,28,0
2026-04,E0049,C005,P022,160.0,139,121,18,0
2026-04,E0116,C005,P018,160.0,121,104,17,0
2026-04,E0429,C012,P026,160.0,98,75,23,0
2026-04,E0008,C005,P026,160.0,121,88,33,0
2026-04,E0082,C009,P022,160.0,142,103,39,0
2026-04,E0394,C007,P027,160.0,108,79,29,0
2026-04,E0453,C009,P006,160.0,150,124,26,0
2026-04,E0230,C006,P009,160.0,146,98,48,0
2026-04,E0148,C008,P033,160.0,131,108,23,0
2026-04,E0119,C004,P034,160.0,138,115,23,0
2026-04,E0492,C003,P021,160.0,112,73,39,0
2026-04,E0248,C002,P002,160.0,165,155,10,5
2026-04,E0028,C012,P023,160.0,165,142,23,5
2026-04,E0063,C012,P027,160.0,116,96,20,0
2026-04,E0445,C008,P025,160.0,116,96,20,0
2026-04,E0459,C009,P031,160.0,122,110,12,0
2026-04,E0091,C008,P010,160.0,158,112,46,0
2026-04,E0210,C012,P026,160.0,153,126,27,0
2026-04,E0225,C009,P018,160.0,171,132,39,11
2026-04,E0454,C005,P029,160.0,174,113,61,14
2026-04,E0414,C012,P030,160.0,106,83,23,0
2026-04,E0176,C004,P026,160.0,157,147,10,0
2026-04,E0057,C004,P006,160.0,173,122,51,13
2026-04,E0088,C003,P029,160.0,136,115,21,0
2026-04,E0267,C012,P004,160.0,144,97,47,0
2026-04,E0114,C002,P033,160.0,140,122,18,0
2026-04,E0500,C008,P021,160.0,141,102,39,0
2026-04,E0129,C002,P010,160.0,165,128,37,5
2026-04,E0446,C001,P015,160.0,188,158,30,28
2026-04,E0142,C007,P023,160.0,179,129,50,19
2026-04,E0412,C008,P004,160.0,132,93,39,0
2026-04,E0102,C007,P029,160.0,151,137,14,0
2026-04,E0339,C008,P001,160.0,125,91,34,0
2026-04,E0369,C012,P030,160.0,127,91,36,0
2026-04,E0348,C007,P027,160.0,143,124,19,0
2026-04,E0175,C005,P019,160.0,127,105,22,0
2026-04,E0333,C010,P022,160.0,130,121,9,0
2026-04,E0469,C003,P001,160.0,150,135,15,0
2026-04,E0384,C004,P004,160.0,157,145,12,0
2026-04,E0044,C002,P020,160.0,156,126,30,0
2026-04,E0448,C001,P034,160.0,157,137,20,0
2026-04,E0347,C001,P028,160.0,114,99,15,0
2026-04,E0189,C006,P008,160.0,125,95,30,0
2026-04,E0113,C011,P023,160.0,145,134,11,0
2026-04,E0094,C012,P031,160.0,171,124,47,11
2026-04,E0489,C005,P030,160.0,204,155,49,44
2026-04,E0003,C012,P035,160.0,152,134,18,0
2026-04,E0288,C012,P001,160.0,163,128,35,3
2026-04,E0304,C003,P032,160.0,111,95,16,0
2026-04,E0297,C009,P009,160.0,162,126,36,2
2026-04,E0158,C006,P011,160.0,194,180,14,34
2026-04,E0051,C002,P016,160.0,125,83,42,0
2026-04,E0246,C011,P007,160.0,131,102,29,0
2026-04,E0095,C005,P002,160.0,166,108,58,6
2026-04,E0209,C006,P030,160.0,145,96,49,0
2026-04,E0185,C008,P035,160.0,97,77,20,0
2026-04,E0054,C012,P013,160.0,132,111,21,0
2026-04,E0330,C012,P018,160.0,181,131,50,21
2026-04,E0166,C002,P022,160.0,138,92,46,0
2026-04,E0244,C010,P030,160.0,138,97,41,0
2026-04,E0020,C010,P017,160.0,164,146,18,4
2026-04,E0475,C012,P009,160.0,153,130,23,0
2026-04,E0435,C001,P022,160.0,136,101,35,0
2026-04,E0236,C006,P033,160.0,129,93,36,0
2026-04,E0277,C007,P004,160.0,218,165,53,58
2026-04,E0432,C011,P034,160.0,176,133,43,16
2026-04,E0374,C001,P005,160.0,157,116,41,0
2026-04,E0199,C003,P017,160.0,158,146,12,0
2026-04,E0238,C010,P012,160.0,141,106,35,0
2026-04,E0015,C007,P021,160.0,153,122,31,0
2026-04,E0167,C008,P028,160.0,139,113,26,0
2026-04,E0100,C007,P024,160.0,123,98,25,0
2026-04,E0440,C004,P005,160.0,154,131,23,0
2026-04,E0237,C008,P018,160.0,137,123,14,0
2026-04,E0356,C001,P022,160.0,155,121,34,0
2026-04,E0358,C001,P003,160.0,160,133,27,0
2026-04,E0014,C011,P005,160.0,156,109,47,0
2026-04,E0084,C003,P020,160.0,121,103,18,0
2026-04,E0495,C010,P005,160.0,134,93,41,0
2026-04,E0388,C012,P024,160.0,137,89,48,0
2026-04,E0496,C012,P025,160.0,169,135,34,9
2026-04,E0170,C011,P012,160.0,-8,116,51,7
2026-04,E0365,C008,P029,160.0,127,86,41,0
2026-04,E0276,C009,P005,160.0,113,80,33,0
2026-04,E0481,C006,P022,160.0,205,148,57,45
2026-04,E0291,C002,P021,160.0,155,103,52,0
2026-04,E0452,C011,P010,160.0,110,78,32,0
2026-04,E0449,C012,P022,160.0,130,121,9,0
2026-04,E0025,C007,P004,160.0,170,131,39,10
2026-04,E0376,C004,P019,160.0,197,153,44,37
2026-04,E0294,C002,P024,160.0,191,164,27,31
2026-04,E0438,C007,P008,160.0,154,108,46,0
2026-04,E0161,C008,P007,160.0,79,71,8,0
2026-04,E0197,C002,P011,160.0,145,121,24,0
2026-04,E0083,C008,P034,160.0,119,98,21,0
2026-04,E0126,C010,P004,160.0,-8,100,47,0
2026-04,E0465,C006,P033,160.0,122,104,18,0
2026-04,E0338,C007,P012,160.0,134,95,39,0
2026-04,E0307,C002,P027,160.0,166,118,48,6
2026-04,E0463,C002,P027,160.0,139,111,28,0
2026-04,E0295,C009,P026,160.0,137,121,16,0
2026-04,E0152,C002,P032,160.0,143,95,48,0
2026-04,E0418,C007,P016,160.0,210,176,34,50
2026-04,E0403,C007,P014,160.0,117,100,17,0
2026-04,E0224,C006,P006,160.0,152,136,16,0
2026-04,E0097,C005,P013,160.0,188,168,20,28
2026-04,E0415,C002,P026,160.0,143,107,36,0
2026-04,E0183,C007,P016,160.0,175,155,20,15
2026-04,E0187,C006,P020,160.0,112,101,11,0
2026-04,E0208,C003,P002,160.0,139,127,12,0
2026-04,E0111,C006,P033,160.0,124,95,29,0
2026-04,E0408,C010,P026,160.0,143,127,16,0
2026-04,E0219,C010,P017,160.0,143,95,48,0
2026-04,E0133,C012,P031,160.0,146,133,13,0
2026-04,E0021,C011,P001,160.0,166,156,10,6
2026-04,E0301,C001,P034,160.0,88,58,30,0
2026-04,E0455,C002,P024,160.0,129,98,31,0
2026-04,E0431,C012,P003,160.0,150,133,17,0
2026-04,E0045,C002,P034,160.0,98,70,28,0
2026-04,E0228,C001,P006,160.0,160,120,40,0
2026-04,E0068,C006,P034,160.0,129,98,31,0
2026-04,E0252,C004,P013,160.0,140,110,30,0
2026-04,E0319,C005,P025,160.0,167,144,23,7
2026-04,E0260,C012,P025,160.0,176,114,62,16
2026-04,E0160,C001,P021,160.0,161,128,33,1
2026-04,E0476,C005,P027,160.0,116,75,41,0
2026-04,E0447,C005,P013,160.0,159,129,30,0
2026-04,E0217,C003,P017,160.0,161,107,54,1
2026-04,E0103,C012,P027,160.0,156,137,19,0
2026-04,E0077,C012,P005,160.0,181,158,23,21
2026-04,E0265,C009,P015,160.0,147,101,46,0
2026-04,E0417,C011,P030,160.0,180,153,27,20
2026-04,E0250,C008,P028,160.0,180,126,54,20
2026-04,E0383,C001,P013,160.0,162,114,48,2
2026-04,E0201,C010,P015,160.0,152,140,12,0
2026-04,E0135,C006,P019,160.0,156,136,20,0
2026-04,E0413,C007,P031,160.0,187,171,16,27
2026-04,E0336,C011,P005,160.0,171,140,31,11
2026-04,E0053,C004,P005,160.0,119,94,25,0
2026-04,E0190,C001,P026,160.0,154,133,21,0
2026-04,E0058,C010,P031,160.0,123,91,32,0
2026-04,E0328,C004,P033,160.0,128,92,36,0
2026-04,E0105,C005,P027,160.0,135,124,11,0
2026-04,E0488,C011,P007,160.0,109,87,22,0
2026-04,E0104,C009,P022,160.0,122,109,13,0
2026-04,E0420,C011,P035,160.0,182,154,28,22
2026-04,E0278,C003,P004,160.0,128,109,19,0
2026-04,E0308,C009,P003,160.0,166,121,45,6
2026-04,E0381,C002,P010,160.0,149,111,38,0
2026-04,E0092,C006,P019,160.0,158,115,43,0
2026-04,E0147,C009,P032,160.0,159,113,46,0
2026-04,E0218,C005,P024,160.0,121,100,21,0
2026-04,E0012,C004,P003,160.0,166,148,18,6
2026-04,E0143,C005,P010,160.0,114,100,14,0
2026.04,E0274,C007,P027,160.0,127,85,42,0
2026-04,E0337,C008,P008,160.0,159,136,23,0
2026-04,E0085,C001,P010,160.0,119,78,41,0
2026-04,E0061,C009,P003,160.0,95,69,26,0
2026-04,E0273,C005,P024,160.0,153,101,52,0
2026-04,E0226,C009,P012,160.0,105,89,16,0
2026-04,E0378,C005,P007,160.0,161,147,14,1
2026-04,E0172,C009,P028,160.0,137,102,35,0
2026-04,E0251,C012,P029,160.0,153,110,43,0
2026-04,E0256,C010,P021,160.0,152,125,27,0
2026-05,E0222,C008,P028,160.0,163,147,16,3
2026-05,E0276,C009,P005,160.0,160,151,9,0
2026-05,E0173,C008,P010,160.0,119,78,41,0
2026-05,E0131,C002,P001,160.0,138,104,34,0
2026-05,E0220,C006,P032,160.0,153,113,40,0
2026-05,E0492,C003,P021,160.0,180,152,28,20
2026-05,E0042,C011,P019,160.0,160,140,20,0
2026-05,E0092,C006,P019,160.0,178,117,61,18
2026-05,E0134,C003,P023,160.0,154,126,28,0
2026-05,E0358,C001,P003,160.0,172,144,28,12
2026-05,E0472,C002,P007,160.0,151,124,27,0
2026-05,E0217,C003,P017,160.0,171,161,10,11
2026-05,E0431,C012,P003,160.0,136,117,19,0
2026-05,E0044,C002,P020,160.0,184,141,43,24
2026-05,E0157,C010,P006,160.0,157,145,12,0
2026-05,E0322,C008,P002,160.0,110,102,8,0
2026-05,E0051,C007,P013,160.0,154,109,45,0
2026-05,E0368,C001,P028,160.0,92,87,5,0
2026-05,E0396,C006,P006,160.0,160,132,28,0
2026-05,E0454,C004,P016,160.0,167,111,56,7
2026-05,E0023,C008,P028,160.0,193,164,29,33
2026-05,E0226,C009,P012,160.0,132,100,32,0
2026-05,E0050,C009,P012,160.0,194,166,28,34
2026-05,E0274,C007,P027,160.0,145,122,23,0
2026-05,E0390,C011,P003,160.0,126,105,21,0
2026-05,E0397,C009,P013,160.0,132,109,23,0
2026-05,E0055,C006,P009,160.0,159,125,34,0
2026-05,E0361,C010,P001,160.0,123,104,19,0
2026-05,E0314,C007,P002,160.0,136,89,47,0
2026-05,E0087,C012,P010,160.0,153,135,18,0
2026-05,E0178,C004,P011,160.0,183,164,19,23
2026-05,E0027,C011,P013,160.0,166,147,19,6
2026-05,E0068,C006,P034,160.0,146,116,30,0
2026-05,E0473,C003,P032,160.0,158,121,37,0
2026-05,E0324,C008,P006,160.0,151,110,41,0
2026-05,E0330,C012,P018,160.0,116,107,9,0
2026-05,E0151,C008,P028,160.0,188,142,46,28
2026-05,E0424,C011,P030,160.0,184,122,62,24
2026-05,E0228,C001,P006,160.0,143,96,47,0
2026-05,E0283,C012,P009,160.0,133,110,23,0
2026-05,E0313,C004,P029,160.0,116,105,11,0
2026-05,E0202,C010,P015,160.0,160,146,14,0
2026-05,E0152,C002,P032,160.0,160,117,43,0
2026-05,E0011,C002,P029,160.0,124,110,14,0
2026-05,E0038,C003,P022,160.0,151,142,9,0
2026-05,E0015,C007,P021,160.0,165,130,35,5
2026-05,E0127,C002,P020,160.0,132,124,8,0
2026-05,E0348,C007,P027,160.0,140,125,15,0
2026-05,E0395,C001,P012,160.0,139,93,46,0
2026-05,E0250,C008,P028,160.0,126,89,37,0
2026-05,E0010,C011,P001,160.0,140,102,38,0
2026-05,E0466,C004,P016,160.0,106,72,34,0
2026-05,E0315,C002,P007,160.0,138,129,9,0
2026-05,E0034,C008,P003,160.0,138,121,17,0
2026-05,E0255,C010,P032,160.0,143,104,39,0
2026-05,E0248,C002,P002,160.0,156,138,18,0
2026-05,E0084,C003,P020,160.0,114,82,32,0
2026-05,E0452,C011,P010,160.0,118,81,37,0
2026-05,E0280,C005,P034,160.0,125,106,19,0
2026-05,E0360,C007,P026,160.0,112,74,38,0
2026-05,E0091,C008,P010,160.0,159,110,49,0
2026-05,E0077,C012,P005,160.0,131,98,33,0
2026-05,E0287,C002,P004,160.0,144,106,38,0
2026-05,E0080,C001,P019,160.0,123,100,23,0
2026-05,E0402,C006,P006,160.0,136,112,24,0
2026-05,E0241,C004,P034,160.0,152,121,31,0
2026-05,E0229,C010,P001,160.0,153,112,41,0
2026-05,E0126,C010,P004,160.0,119,94,25,0
2026-05,E0224,C006,P006,160.0,142,105,37,0
2026-05,E0286,C002,P004,160.0,124,111,13,0
2026-05,E0040,C001,P009,160.0,142,111,31,0
2026-05,E0158,C006,P011,160.0,129,111,18,0
2026-05,E0154,C010,P023,160.0,190,167,23,30
2026-05,E0061,C009,P003,160.0,165,149,16,5
2026-05,E0382,C006,P021,160.0,154,138,16,0
2026-05,E0006,C001,P007,160.0,96,90,6,0
2026-05,E0449,C012,P022,160.0,138,97,41,0
2026-05,E0272,C004,P031,160.0,166,132,34,6
2026-05,E0349,C008,P024,160.0,143,113,30,0
2026-05,E0370,C006,P020,160.0,187,168,19,27
2026-05,E0029,C012,P013,160.0,168,129,39,8
2026-05,E0008,C005,P026,160.0,135,101,34,0
2026-05,E0167,C008,P028,160.0,184,126,58,24
2026-05,E0416,C008,P030,160.0,138,97,41,0
2026-05,E0053,C004,P030,160.0,192,153,39,32
2026-05,E0468,C011,P010,160.0,185,156,29,25
2026-05,E0432,C011,P034,160.0,152,115,37,0
2026-05,E0426,C011,P030,160.0,107,90,17,0
2026-05,E0116,C005,P018,160.0,150,105,45,0
2026-05,E0185,C008,P035,160.0,117,85,32,0
2026-05,E0028,C012,P023,160.0,129,115,14,0
2026-05,E0208,C003,P002,160.0,131,96,35,0
2026-05,E0453,C009,P006,160.0,117,89,28,0
2026-05,E0164,C004,P019,160.0,150,133,17,0
2026-05,E0191,C004,P011,160.0,127,103,24,0
2026-05,E0464,C003,P013,160.0,139,125,14,0
2026-05,E0261,C010,P014,160.0,131,111,20,0
2026-05,E0465,C999,P004,160.0,157,112,45,0
2026-05,E0082,C009,P022,160.0,155,112,43,0
2026-05,E0475,C012,P009,160.0,137,99,38,0
2026-05,E0378,C005,P007,160.0,158,138,20,0
2026-05,E0168,C005,P033,160.0,175,121,54,15
2026-05,E0355,C006,P017,160.0,92,62,30,0
2026-05,E0135,C002,P021,160.0,130,103,27,0
2026-05,E0323,C005,P007,160.0,121,87,34,0
2026-05,E0231,C006,P004,160.0,128,118,10,0
2026-05,E0148,C008,P033,160.0,89,78,11,0
2026-05,E0291,C002,P021,160.0,91,63,28,0
2026-05,E0201,C010,P015,160.0,76,63,13,0
2026-05,E0238,C010,P012,160.0,132,125,7,0
2026-05,E0438,C007,P008,160.0,131,117,14,0
2026-05,E0383,C001,P013,160.0,179,125,54,19
2026-05,E0384,C004,P004,160.0,148,123,25,0
2026-05,E0341,C005,P015,160.0,91,84,7,0
2026-05,E0176,C004,P026,160.0,157,104,53,0
2026-05,E0211,C007,P017,160.0,243,160,83,83
2026-05,E0353,C004,P011,160.0,92,82,10,0
2026-05,E0328,C004,P033,160.0,188,131,57,28
2026-05,E0460,C003,P013,160.0,143,103,40,0
2026-05,E0037,C009,P009,160.0,134,89,45,0
2026-05,E0485,C006,P029,160.0,130,108,22,0
2026-05,E0270,C008,P033,160.0,153,112,41,0
2026-05,E0318,C007,P007,160.0,134,119,15,0
2026-05,E0184,C005,P029,160.0,116,89,27,0
2026-05,E0054,C012,P013,160.0,131,115,16,0
2026-05,E0488,C011,P007,160.0,153,110,43,0
2026-05,E0428,C003,P002,160.0,162,150,12,2
2026-05,E0338,C007,P012,160.0,191,146,45,31
2026-05,E0414,C012,P030,160.0,147,129,18,0
2026-05,E0204,C002,P024,160.0,177,127,50,17
2026-05,E0379,C006,P014,160.0,140,131,9,0
2026-05,E0244,C010,P030,160.0,143,121,22,0
2026-05,E0093,C011,P010,160.0,142,118,24,0
2026-05,E0459,C009,P031,160.0,150,128,22,0
2026-05,E0479,C001,P004,160.0,166,155,11,6
2026-05,E0288,C012,P001,160.0,133,121,12,0
2026-05,E0297,C009,P009,160.0,122,89,33,0
2026-05,E0074,C009,P028,160.0,168,157,11,8
2026-05,E0448,C001,P034,160.0,166,157,9,6
2026-05,E0326,C005,P011,160.0,181,134,47,21
2026-05,E0021,C011,P001,160.0,129,100,29,0
2026-05,E0090,C003,P035,160.0,139,101,38,0
2026-05,E0489,C012,P010,160.0,169,157,12,9
2026-05,E0194,C012,P021,160.0,133,93,40,0
2026-05,E0125,C001,P013,160.0,161,107,54,1
2026-05,E0097,C005,P013,160.0,140,94,46,0
2026-05,E0409,C011,P020,160.0,153,106,47,0
2026-05,E0316,C005,P006,160.0,116,109,7,0
2026-05,E0461,C012,P024,160.0,147,106,41,0
2026-05,E0019,C004,P007,160.0,70,55,15,0
2026-05,E0372,C010,P014,160.0,175,153,22,15
2026-05,E0430,C011,P018,160.0,164,135,29,4
2026-05,E0339,C008,P001,160.0,121,93,28,0
2026-05,E0321,C005,P004,160.0,188,172,16,28
2026-05,E0166,C002,P022,160.0,173,126,47,13
2026-05,E0005,C005,P029,160.0,117,82,35,0
2026-05,E0482,C007,P025,160.0,131,102,29,0
2026-05,E0124,C012,P008,160.0,118,106,12,0
2026-05,E0309,C002,P011,160.0,153,123,30,0
2026-05,E0149,C009,P002,160.0,130,95,35,0
2026-05,E0012,C004,P003,160.0,97,80,17,0
2026-05,E0073,C008,P014,160.0,143,111,32,0
2026-05,E0067,C011,P001,160.0,167,125,42,7
2026-05,E0305,C001,P027,160.0,147,127,20,0
2026-05,E0413,C012,P005,160.0,158,141,17,0
2026-05,E0484,C001,P008,160.0,149,122,27,0
2026-05,E0146,C003,P020,160.0,163,125,38,3
2026-05,E0365,C008,P029,160.0,152,113,39,0
2026-05,E0446,C001,P015,160.0,141,116,25,0
2026-05,E0218,C005,P024,160.0,147,116,31,0
2026-05,E0100,C007,P024,160.0,182,120,62,22
2026-05,E0009,C004,P034,160.0,160,135,25,0
2026-05,E0463,C002,P027,160.0,121,84,37,0
2026-05,E0251,C012,P029,160.0,146,119,27,0
2026-05,E0113,C011,P023,160.0,153,137,16,0
2026-05,E0007,C010,P018,160.0,141,133,8,0
2026-05,E0450,C004,P015,160.0,97,64,33,0
2026-05,E0433,C008,P004,160.0,123,81,42,0
2026-05,E0110,C007,P017,160.0,134,96,38,0
2026-05,E0273,C005,P024,160.0,192,160,32,32
2026-05,E0088,C003,P029,160.0,157,118,39,0
2026-05,E0265,C009,P015,160.0,106,95,11,0
2026-05,E0247,C011,P032,160.0,142,107,35,0
2026-05,E0197,C002,P011,160.0,178,135,43,18
2026-05,E0071,C001,P024,160.0,130,92,38,0
2026-05,E0451,C008,P001,160.0,170,114,56,10
2026-05,E0474,C007,P019,160.0,107,96,11,0
2026-05,E0111,C006,P033,160.0,74,53,21,0
2026-05,E0236,C006,P033,160.0,175,156,19,15
2026-05,E0207,C004,P014,160.0,133,101,32,0
2026-05,E0147,C009,P032,160.0,98,91,7,0
2026-05,E0143,C005,P010,160.0,135,92,43,0
2026-05,E0257,C007,P031,160.0,149,120,29,0
2026-05,E0237,C008,P018,160.0,156,102,54,0
2026-05,E0423,C004,P033,160.0,82,57,25,0
2026-05,E0470,C007,P006,160.0,128,108,20,0
2026-05,E0018,C010,P026,160.0,146,126,20,0
2026-05,E0487,C012,P006,160.0,156,104,52,0
2026-05,E0182,C011,P034,160.0,120,100,20,0
2026-05,E0419,C003,P007,160.0,139,129,10,0
2026-05,E0234,C005,P010,160.0,130,98,32,0
2026-05,E0500,C011,P009,160.0,150,122,28,0
2026-05,E0094,C012,P031,160.0,173,154,19,13
2026-05,E0292,C008,P007,160.0,136,113,23,0
2026-05,E0340,C012,P023,160.0,110,74,36,0
2026-05,E0142,C007,P023,160.0,127,96,31,0
2026-05,E0188,C001,P016,160.0,188,159,29,28
2026-05,E0285,C010,P017,160.0,123,82,41,0
2026-05,E0187,C006,P020,160.0,114,79,35,0
2026-05,E0172,C009,P028,160.0,135,121,14,0
2026-05,E0412,C008,P004,160.0,142,99,43,0
2026-05,E0467,C011,P002,160.0,131,119,12,0
2026-05,E0456,C009,P028,160.0,107,85,22,0
2026-05,E0155,C006,P025,160.0,153,133,20,0
2026-05,E0046,C009,P015,160.0,150,125,25,0
2026-05,E0004,C008,P017,160.0,162,124,38,2
2026-05,E0380,C003,P034,160.0,150,127,23,0
2026-05,E0223,C009,P032,160.0,185,144,41,25
2026-05,E0344,C004,P012,160.0,164,113,51,4
2026-05,E0408,C010,P026,160.0,158,142,16,0
2026-05,E0083,C008,P034,160.0,175,136,39,15
2026-05,E0417,C011,P030,160.0,148,113,35,0
2026-05,E0096,C006,P004,160.0,140,126,14,0
2026-05,E0278,C003,P004,160.0,152,120,32,0
2026-05,E0242,C002,P030,160.0,96,78,18,0
2026-05,E0129,C002,P010,160.0,148,110,38,0
2026-05,E0439,C001,P026,160.0,142,123,19,0
2026-05,E0205,C008,P032,160.0,155,116,39,0
2026-05,E0225,C009,P018,160.0,171,159,12,11
2026-05,E0392,C002,P019,160.0,159,122,37,0
2026-05,E0089,C001,P021,160.0,127,120,7,0
2026-05,E0394,C007,P027,160.0,166,109,57,6
2026-05,E0281,C011,P014,160.0,186,159,27,26
2026-05,E0388,C012,P024,160.0,171,117,54,11
2026-05,E0481,C006,P022,160.0,112,83,29,0
2026-05,E0332,C008,P018,160.0,159,129,30,0
2026-05,E0367,C006,P019,160.0,115,80,35,0
2026-05,E0104,C009,P022,160.0,137,106,31,0
2026-05,E0498,C010,P013,160.0,154,103,51,0
2026-05,E0059,C004,P016,160.0,151,115,36,0
2026-05,E0303,C010,P027,160.0,171,119,52,11
2026-05,E0246,C001,P011,160.0,186,133,53,26
2026-05,E0307,C002,P027,160.0,157,145,12,0
2026-05,E0405,C001,P032,160.0,136,105,31,0
2026-05,E0003,C012,P035,160.0,97,63,34,0
2026-05,E0371,C008,P015,160.0,177,146,31,17
2026-05,E0295,C009,P026,160.0,142,117,25,0
2026-05,E0115,C003,P035,160.0,144,110,34,0
2026-05,E0160,C001,P021,160.0,146,106,40,0
2026-05,E0183,C010,P008,160.0,156,134,22,0
2026-05,E0319,C005,P025,160.0,156,118,38,0
2026-05,E0345,C005,P015,160.0,138,112,26,0
2026-05,E0256,C010,P021,160.0,142,127,15,0
2026-05,E0025,C007,P004,160.0,129,115,14,0
